hour,value
0,1.8178400955194378e-05
1,2.1447015756838935e-05
2,2.6317447283646948e-05
3,2.5596841078791097e-05
4,2.4224308146081775e-05
5,2.3344418384947295e-05
6,3.246373217169169e-05
7,3.5223062236180054e-05
8,3.7153219691781865e-05
9,3.99294554736862e-05
10,4.2173953612491263e-05
11,4.3541467660342725e-05
12,4.917476968554652e-05
13,4.9869489010609166e-05
14,4.976937546528645e-05
15,5.0766812792828865e-05
16,4.7726161024465324e-05
17,4.60097024030748e-05
18,4.905510890446159e-05
19,5.162557040719338e-05
20,5.070183144151122e-05
21,5.065666147779042e-05
22,6.119896119765743e-05
23,6.611694005469786e-05
24,6.918453531019311e-05
25,7.386689073074842e-05
26,7.095567336135093e-05
27,7.096016394253954e-05
28,7.2246055073492e-05
29,8.363099914581141e-05
30,0.00011536329488742764
31,0.00014888020042376753
32,0.00016003586070363285
33,0.000162898738287294
34,0.0001682147939591137
35,0.0001633145132749931
36,0.000162909304360679
37,0.00016341541927581972
38,0.00016355594805183998
39,0.00015980816182218643
40,0.00014986284524857096
41,0.00013853178815051496
42,0.00012725039159736839
43,0.00011972761149909497
44,0.0001133737032690353
45,0.00011479034955812693
46,0.00011463608488670616
47,0.0001133768730910508
48,0.00010589979126016742
49,0.00010814798752465723
50,0.00010730745638688181
51,0.00010508752436869685
52,0.0001083991959193852
53,0.00011532710608608408
54,0.0001448886020507555
55,0.00017003083782215768
56,0.00017739671173066412
57,0.0001785743006094205
58,0.00017645368968105435
59,0.00016889656984427973
60,0.00016660848665276163
61,0.00016308892760822372
62,0.00016506319842020782
63,0.00015976061449195399
64,0.00015127473680463937
65,0.00013749102992209413
66,0.00012748865655219977
67,0.0001271494855965418
68,0.00012495200648429992
69,0.0001203158776348039
70,0.00011698465884835332
71,0.0001152048037866529
72,0.00011406921504960182
73,0.000113952988242367
74,0.00011544359704515352
75,0.00011424276280495018
76,0.00012038482126364092
77,0.0001286583208759174
78,0.00015895283818167204
79,0.00018299593816920138
80,0.00019411012661103058
81,0.00019668560699862022
82,0.0001979952717946889
83,0.0001933076333374411
84,0.00019214219544307743
85,0.00018576477769973623
86,0.0001774693534851859
87,0.0001722637132802393
88,0.00017017189490184723
89,0.0001537574998982758
90,0.0001459740019392279
91,0.00014200115834647422
92,0.00013922914899392385
93,0.00013723850076819303
94,0.0001326932401498079
95,0.0001330902603572486
96,0.00012902443531870707
97,0.00013179935034143828
98,0.00012866703788646
99,0.00012678257869824826
100,0.00013043711933027934
101,0.0001346870581975542
102,0.00016802011405699538
103,0.00018217521841902277
104,0.00018351737389075027
105,0.00019285170727087908
106,0.00019263774428483315
107,0.00018774274663740505
108,0.00018679047927358346
109,0.00018049389199163734
110,0.00017218658094452887
111,0.00015836404374229386
112,0.000150460885002161
113,0.00013608230818804124
114,0.00012298381116451217
115,0.00011634092082737322
116,0.0001139968374469147
117,0.00011201781190190734
118,0.00010694662498078464
119,0.00010319091419609236
120,9.067275875323349e-05
121,8.869822378941474e-05
122,8.917105557339275e-05
123,8.332458301764691e-05
124,7.934117335150824e-05
125,7.751086528939452e-05
126,7.972340105621e-05
127,7.770263952133196e-05
128,7.795648943440618e-05
129,7.666399450758812e-05
130,6.92672148344306e-05
131,6.244496540158157e-05
132,5.952846499549158e-05
133,5.8705896182470635e-05
134,6.031616576634207e-05
135,6.19562845075261e-05
136,6.677467812291307e-05
137,6.681271598709902e-05
138,6.402538582814044e-05
139,6.165832123806956e-05
140,6.21842475408071e-05
141,6.07913749168317e-05
142,5.935201156996236e-05
143,5.946242703683543e-05
144,6.133790506266995e-05
145,6.48212753058643e-05
146,6.534191857190934e-05
147,6.319568491558462e-05
148,6.287183476633489e-05
149,6.368040353212074e-05
150,6.762445457490035e-05
151,7.187201607566359e-05
152,7.30253029856345e-05
153,7.475364843958315e-05
154,7.92291729736274e-05
155,7.826264141073608e-05
156,7.871592595895186e-05
157,8.244231589000081e-05
158,8.484504097774598e-05
159,8.630315910487368e-05
160,8.658131098673336e-05
161,8.909550814869012e-05
162,8.855452519137897e-05
163,9.074275898940901e-05
164,9.407080795384409e-05
165,9.849086060261719e-05
166,0.00010820319525809377
167,0.00011094456299782767
168,0.00010911451908754858
169,0.00011027810791906986
170,0.00011100426131245282
171,0.0001117573581929675
172,0.00011577114532008801
173,0.00012557566896584854
174,0.00015998223788120402
175,0.00018948667704959653
176,0.0001995513902524623
177,0.00020959180148654263
178,0.0002123545655248811
179,0.0002011920372973156
180,0.00020026882663530266
181,0.00019854153778869253
182,0.00019453593936844538
183,0.00018243487967245875
184,0.00017391439809480826
185,0.000155659921411242
186,0.00013892695929511333
187,0.0001300768162278514
188,0.0001322735028845894
189,0.00012909285064387484
190,0.00012677095601752478
191,0.0001252259319368056
192,0.00012568397121804462
193,0.00012524230935055233
194,0.00012391309731872143
195,0.00011920168519635743
196,0.00012485611936833118
197,0.00013115349910578118
198,0.000161185449487919
199,0.00018755414222748311
200,0.00020602311020076453
201,0.00020628620542805062
202,0.0002022407200807752
203,0.00019544145185753845
204,0.0001939653714056563
205,0.00019222408251181106
206,0.0001887692406667562
207,0.00018644444037022525
208,0.00017441602242876034
209,0.00015408821799522575
210,0.00014230783862647335
211,0.0001414337602057006
212,0.00013492690806339333
213,0.00013399656530184556
214,0.00012850220714165426
215,0.00012993549499632723
216,0.00012667665381256379
217,0.00012466328852905526
218,0.000119543233518527
219,0.00011602710844783923
220,0.00012178007125412795
221,0.00013139916031198204
222,0.00016726648887281146
223,0.00019367850251325402
224,0.0002084622882416879
225,0.00020647560229347642
226,0.0002022333238294057
227,0.00019287970736534926
228,0.0001930897080738758
229,0.00019367004965454603
230,0.0001859047781720872
231,0.00018196284034398464
232,0.0001695207606294976
233,0.00015788355155511174
234,0.00014061779518854527
235,0.00013571170316406295
236,0.0001290149258526606
237,0.00012782043125648824
238,0.0001227423763876653
239,0.00012479034556150967
240,0.00012506506346951924
241,0.00012407185257133082
242,0.00012270407437164473
243,0.00012104493669836774
244,0.00012578857534455596
245,0.00013208674753750982
246,0.0001665649016000486
247,0.00019319351974488329
248,0.00020496703116593544
249,0.0002000284484657943
250,0.00019488329903097674
251,0.00018314201413374874
252,0.00018225446396941017
253,0.00018152223508383083
254,0.00017905400034109876
255,0.0001726765825977575
256,0.00016337606065246064
257,0.0001496943163780805
258,0.00013812340941418537
259,0.00013276588190432961
260,0.0001314641416632997
261,0.00013051979885451683
262,0.0001283207348312672
263,0.0001276516382341631
264,0.0001264714078370605
265,0.00012460966570662646
266,0.00012219373302715003
267,0.00011758666087946274
268,0.00012153441004792708
269,0.00012679948441566421
270,0.0001598100108850288
271,0.00018456156609302122
272,0.00020082407379168354
273,0.00020585510963394332
274,0.00019928248368481448
275,0.0001890553171036546
276,0.00018332982608816682
277,0.00017661350154100225
278,0.00016721814908707516
279,0.0001561528287346515
280,0.00014733596879855224
281,0.00013600200603031536
282,0.00011938315750674451
283,0.00011472510405497466
284,0.00010768783502874121
285,0.00010521326064197814
286,0.00010156849362782819
287,9.832840722432308e-05
288,8.467466304441313e-05
289,8.165382266364643e-05
290,7.696935402841413e-05
291,7.051929453055112e-05
292,7.13519011132878e-05
293,7.022951996796796e-05
294,7.501806442604236e-05
295,7.846392510872e-05
296,7.697992010179911e-05
297,7.087035231876718e-05
298,7.320730359969086e-05
299,6.562508933862689e-05
300,6.0437147306600136e-05
301,5.562139520955941e-05
302,5.747098635560072e-05
303,5.909789750505351e-05
304,5.9995485439107834e-05
305,5.9173709081590764e-05
306,5.582901855157433e-05
307,5.4506938619278306e-05
308,5.524471469338476e-05
309,5.753517525141449e-05
310,5.684521065937509e-05
311,5.603981171560474e-05
312,5.658554940593913e-05
313,6.078318620995834e-05
314,5.9796579107635525e-05
315,6.444221742317803e-05
316,6.162635886608e-05
317,6.534482424209022e-05
318,6.893649673748064e-05
319,7.304511437323136e-05
320,7.680320252443527e-05
321,7.370258828961194e-05
322,7.844305711378466e-05
323,8.015740252049819e-05
324,8.231552300938102e-05
325,8.274239237413434e-05
326,8.438145450797985e-05
327,8.589795019055956e-05
328,8.554847731335125e-05
329,8.883029970672703e-05
330,8.643470671851672e-05
331,8.767120145639438e-05
332,9.1998008507545e-05
333,9.736451717977798e-05
334,0.00010383676543174946
335,0.00010975772880485943
336,0.00010935912368641093
337,0.00011664548789269537
338,0.00011580759827326618
339,0.00011894281639842534
340,0.00011914594915925163
341,0.00013219214411952504
342,0.00016435500735157931
343,0.000195350319474593
344,0.00021154520430359137
345,0.0002141267601833774
346,0.00021344445599454212
347,0.00020667556523228724
348,0.00021055067264622983
349,0.00020814821171031927
350,0.00020273494816335777
351,0.00019570058480730516
352,0.00018293016436237984
353,0.00016585169164656222
354,0.0001538562926844254
355,0.0001502421672830919
356,0.00014440018530853467
357,0.000146303927580674
358,0.00014316659624083786
359,0.0001434259933424392
360,0.0001358554017620987
361,0.00013262693803931712
362,0.00013094640406743552
363,0.000129941306336689
364,0.00013400607476789204
365,0.00014501592323504456
366,0.0001791094722263699
367,0.0002123611693207467
368,0.00022844880850488754
369,0.00022712487950974914
370,0.0002322119155409493
371,0.00022464819190830905
372,0.00021964859013436964
373,0.00021519234868425295
374,0.0002117248275511361
375,0.00020674424470928964
376,0.00019515009238394755
377,0.00018071683614006046
378,0.0001648962544607251
379,0.00015543909047749588
380,0.00015186617276236378
381,0.000151515643277817
382,0.0001466317400074431
383,0.00014504709315153023
384,0.0001387911852521163
385,0.00013992043434513638
386,0.0001383880895524792
387,0.0001366351779779105
388,0.0001408991168924205
389,0.00014725328927431473
390,0.0001770430124241018
391,0.00019696798530983393
392,0.00020105652740615317
393,0.0002064011114761123
394,0.00020450027487415383
395,0.00019303291542943152
396,0.00019262506499677118
397,0.00019497839369144156
398,0.0001905567561316607
399,0.00018677463016350597
400,0.00017619640579413003
401,0.00015993521885464084
402,0.00014587098272372432
403,0.00013952314998586104
404,0.00013919718662193427
405,0.00013632057314287262
406,0.00013255535289213383
407,0.0001374606524611123
408,0.000131991652877045
409,0.00013375565882866794
410,0.00012936175721152266
411,0.0001268251071436228
412,0.00013171957648738168
413,0.00014266233038853955
414,0.00017648274638286306
415,0.00020830353298907853
416,0.00021867202080176254
417,0.00021824726465168625
418,0.00021595204936063325
419,0.00020650333823611202
420,0.00020259336277999898
421,0.00019659685198218635
422,0.00018746723627389162
423,0.00018337684511473
424,0.00017395586993284435
425,0.00016085631630197676
426,0.00014345372928507478
427,0.0001382943156511875
428,0.00013720838745904582
429,0.00013413392425585033
430,0.0001310494232829391
431,0.00013275795734929088
432,0.00012698676806641306
433,0.000127727713962535
434,0.0001266785028754062
435,0.00012319618923955033
436,0.00012608495370300475
437,0.0001306925541543613
438,0.000163317418945174
439,0.0001893046764355402
440,0.0002017628694119393
441,0.00020241717350630439
